Question,Answer,Source,Metadata,SuggestedQuestions,IsContextOnly,Prompts,QnaId
Economics Work experience,Economics Work experience,Editorial,,[],FALSE,,5836
Economics Typical employers,Economics Typical employers,Editorial,,[],FALSE,,5837
Economics Skills for your CV,Economics Skills for your CV,Editorial,,[],FALSE,,5838
Economics Further study,Economics Further study,Editorial,,[],FALSE,,5839
Economics What do economics graduates do?,Economics What do economics graduates do?,Editorial,,[],FALSE,,5840
Education,Education,Editorial,,[],FALSE,"[{""DisplayOrder"": ""0"", ""QnaId"": ""5842"", ""DisplayText"": ""Job options""},{""DisplayOrder"": ""1"", ""QnaId"": ""5843"", ""DisplayText"": ""Work experience""},{""DisplayOrder"": ""2"", ""QnaId"": ""5844"", ""DisplayText"": ""Typical employers""},{""DisplayOrder"": ""3"", ""QnaId"": ""5845"", ""DisplayText"": ""Skills for your CV""},{""DisplayOrder"": ""4"", ""QnaId"": ""5846"", ""DisplayText"": ""Further study""},{""DisplayOrder"": ""5"", ""QnaId"": ""5847"", ""DisplayText"": ""What do education graduates do?""}]",5841
Education Job options,Education Job options,Editorial,,[],FALSE,,5842
Education Work experience,Education Work experience,Editorial,,[],FALSE,,5843
Education Typical employers,Education Typical employers,Editorial,,[],FALSE,,5844
Education Skills for your CV,Education Skills for your CV,Editorial,,[],FALSE,,5845
Education Further study,Education Further study,Editorial,,[],FALSE,,5846
Education What do education graduates do?,Education What do education graduates do?,Editorial,,[],FALSE,,5847
Electrical and electronic engineering,Electrical and electronic engineering,Editorial,,[],FALSE,"[{""DisplayOrder"": ""0"", ""QnaId"": ""5849"", ""DisplayText"": ""Job options""},{""DisplayOrder"": ""1"", ""QnaId"": ""5850"", ""DisplayText"": ""Work experience""},{""DisplayOrder"": ""2"", ""QnaId"": ""5851"", ""DisplayText"": ""Typical employers""},{""DisplayOrder"": ""3"", ""QnaId"": ""5852"", ""DisplayText"": ""Skills for your CV""},{""DisplayOrder"": ""4"", ""QnaId"": ""5853"", ""DisplayText"": ""Further study""},{""DisplayOrder"": ""5"", ""QnaId"": ""5854"", ""DisplayText"": ""What do electrical and electronic engineering graduates do?""}]",5848
Electrical and electronic engineering Job options,Electrical and electronic engineering Job options,Editorial,,[],FALSE,,5849
Electrical and electronic engineering Work experience,Electrical and electronic engineering Work experience,Editorial,,[],FALSE,,5850
Electrical and electronic engineering Typical employers,Electrical and electronic engineering Typical employers,Editorial,,[],FALSE,,5851
Electrical and electronic engineering Skills for your CV,Electrical and electronic engineering Skills for your CV,Editorial,,[],FALSE,,5852
Electrical and electronic engineering Further study,Electrical and electronic engineering Further study,Editorial,,[],FALSE,,5853
Electrical and electronic engineering What do electrical and electronic engineering graduates do?,Electrical and electronic engineering What do electrical and electronic engineering graduates do?,Editorial,,[],FALSE,,5854
English,English,Editorial,,[],FALSE,"[{""DisplayOrder"": ""0"", ""QnaId"": ""5856"", ""DisplayText"": ""Job options""},{""DisplayOrder"": ""1"", ""QnaId"": ""5857"", ""DisplayText"": ""Work experience""},{""DisplayOrder"": ""2"", ""QnaId"": ""5858"", ""DisplayText"": ""Typical employers""},{""DisplayOrder"": ""3"", ""QnaId"": ""5859"", ""DisplayText"": ""Skills for your CV""},{""DisplayOrder"": ""4"", ""QnaId"": ""5860"", ""DisplayText"": ""Further study""},{""DisplayOrder"": ""5"", ""QnaId"": ""5861"", ""DisplayText"": ""What do English graduates do?""}]",5855
English Job options,English Job options,Editorial,,[],FALSE,,5856
English Work experience,English Work experience,Editorial,,[],FALSE,,5857
English Typical employers,English Typical employers,Editorial,,[],FALSE,,5858
English Skills for your CV,English Skills for your CV,Editorial,,[],FALSE,,5859
English Further study,English Further study,Editorial,,[],FALSE,,5860
English What do English graduates do?,English What do English graduates do?,Editorial,,[],FALSE,,5861
Environmental science,Environmental science,Editorial,,[],FALSE,"[{""DisplayOrder"": ""0"", ""QnaId"": ""5863"", ""DisplayText"": ""Job options""},{""DisplayOrder"": ""1"", ""QnaId"": ""5864"", ""DisplayText"": ""Work experience""},{""DisplayOrder"": ""2"", ""QnaId"": ""5865"", ""DisplayText"": ""Typical employers""},{""DisplayOrder"": ""3"", ""QnaId"": ""5866"", ""DisplayText"": ""Skills for your CV""},{""DisplayOrder"": ""4"", ""QnaId"": ""5867"", ""DisplayText"": ""Further study""},{""DisplayOrder"": ""5"", ""QnaId"": ""5868"", ""DisplayText"": ""What do environmental science graduates do?""}]",5862
Environmental science Job options,Environmental science Job options,Editorial,,[],FALSE,,5863
Environmental science Work experience,Environmental science Work experience,Editorial,,[],FALSE,,5864
Environmental science Typical employers,Environmental science Typical employers,Editorial,,[],FALSE,,5865
Environmental science Skills for your CV,Environmental science Skills for your CV,Editorial,,[],FALSE,,5866
Environmental science Further study,Environmental science Further study,Editorial,,[],FALSE,,5867
Environmental science What do environmental science graduates do?,Environmental science What do environmental science graduates do?,Editorial,,[],FALSE,,5868
Events management,Events management,Editorial,,[],FALSE,"[{""DisplayOrder"": ""0"", ""QnaId"": ""5870"", ""DisplayText"": ""Job options""},{""DisplayOrder"": ""1"", ""QnaId"": ""5871"", ""DisplayText"": ""Work experience""},{""DisplayOrder"": ""2"", ""QnaId"": ""5872"", ""DisplayText"": ""Typical employers""},{""DisplayOrder"": ""3"", ""QnaId"": ""5873"", ""DisplayText"": ""Skills for your CV""},{""DisplayOrder"": ""4"", ""QnaId"": ""5874"", ""DisplayText"": ""Further study""},{""DisplayOrder"": ""5"", ""QnaId"": ""5875"", ""DisplayText"": ""What do events management graduates do?""}]",5869
Events management Job options,Events management Job options,Editorial,,[],FALSE,,5870
Events management Work experience,Events management Work experience,Editorial,,[],FALSE,,5871
Events management Typical employers,Events management Typical employers,Editorial,,[],FALSE,,5872
Events management Skills for your CV,Events management Skills for your CV,Editorial,,[],FALSE,,5873
Events management Further study,Events management Further study,Editorial,,[],FALSE,,5874
Events management What do events management graduates do?,Events management What do events management graduates do?,Editorial,,[],FALSE,,5875
Fashion,Fashion,Editorial,,[],FALSE,"[{""DisplayOrder"": ""0"", ""QnaId"": ""5877"", ""DisplayText"": ""Job options""},{""DisplayOrder"": ""1"", ""QnaId"": ""5878"", ""DisplayText"": ""Work experience""},{""DisplayOrder"": ""2"", ""QnaId"": ""5879"", ""DisplayText"": ""Typical employers""},{""DisplayOrder"": ""3"", ""QnaId"": ""5880"", ""DisplayText"": ""Skills for your CV""},{""DisplayOrder"": ""4"", ""QnaId"": ""5881"", ""DisplayText"": ""Further study""},{""DisplayOrder"": ""5"", ""QnaId"": ""5882"", ""DisplayText"": ""What do fashion graduates do?""}]",5876
Fashion Job options,Fashion Job options,Editorial,,[],FALSE,,5877
Fashion Work experience,Fashion Work experience,Editorial,,[],FALSE,,5878
Fashion Typical employers,Fashion Typical employers,Editorial,,[],FALSE,,5879
Fashion Skills for your CV,Fashion Skills for your CV,Editorial,,[],FALSE,,5880
Fashion Further study,Fashion Further study,Editorial,,[],FALSE,,5881
Fashion What do fashion graduates do?,Fashion What do fashion graduates do?,Editorial,,[],FALSE,,5882
Film production,Film production,Editorial,,[],FALSE,"[{""DisplayOrder"": ""0"", ""QnaId"": ""5884"", ""DisplayText"": ""Job options""},{""DisplayOrder"": ""1"", ""QnaId"": ""5885"", ""DisplayText"": ""Work experience""},{""DisplayOrder"": ""2"", ""QnaId"": ""5886"", ""DisplayText"": ""Typical employers""},{""DisplayOrder"": ""3"", ""QnaId"": ""5887"", ""DisplayText"": ""Skills for your CV""},{""DisplayOrder"": ""4"", ""QnaId"": ""5888"", ""DisplayText"": ""Further study""},{""DisplayOrder"": ""5"", ""QnaId"": ""5889"", ""DisplayText"": ""What do film production students do? ""}]",5883
Film production Job options,Film production Job options,Editorial,,[],FALSE,,5884
Film production Work experience,Film production Work experience,Editorial,,[],FALSE,,5885
Film production Typical employers,Film production Typical employers,Editorial,,[],FALSE,,5886
Film production Skills for your CV,Film production Skills for your CV,Editorial,,[],FALSE,,5887
Film production Further study,Film production Further study,Editorial,,[],FALSE,,5888
Film production What do film production students do? ,Film production What do film production students do? ,Editorial,,[],FALSE,,5889
Film studies,Film studies,Editorial,,[],FALSE,"[{""DisplayOrder"": ""0"", ""QnaId"": ""5891"", ""DisplayText"": ""Job options""},{""DisplayOrder"": ""1"", ""QnaId"": ""5892"", ""DisplayText"": ""Work experience""},{""DisplayOrder"": ""2"", ""QnaId"": ""5893"", ""DisplayText"": ""Typical employers""},{""DisplayOrder"": ""3"", ""QnaId"": ""5894"", ""DisplayText"": ""Skills for your CV""},{""DisplayOrder"": ""4"", ""QnaId"": ""5895"", ""DisplayText"": ""Further study""},{""DisplayOrder"": ""5"", ""QnaId"": ""5896"", ""DisplayText"": ""What do film studies graduates do?""}]",5890
Film studies Job options,Film studies Job options,Editorial,,[],FALSE,,5891
Film studies Work experience,Film studies Work experience,Editorial,,[],FALSE,,5892
Film studies Typical employers,Film studies Typical employers,Editorial,,[],FALSE,,5893
Film studies Skills for your CV,Film studies Skills for your CV,Editorial,,[],FALSE,,5894
Film studies Further study,Film studies Further study,Editorial,,[],FALSE,,5895
Film studies What do film studies graduates do?,Film studies What do film studies graduates do?,Editorial,,[],FALSE,,5896
Fine art,Fine art,Editorial,,[],FALSE,"[{""DisplayOrder"": ""0"", ""QnaId"": ""5898"", ""DisplayText"": ""Job options""},{""DisplayOrder"": ""1"", ""QnaId"": ""5899"", ""DisplayText"": ""Work experience""},{""DisplayOrder"": ""2"", ""QnaId"": ""5900"", ""DisplayText"": ""Typical employers""},{""DisplayOrder"": ""3"", ""QnaId"": ""5901"", ""DisplayText"": ""Skills for your CV""},{""DisplayOrder"": ""4"", ""QnaId"": ""5902"", ""DisplayText"": ""Further study""},{""DisplayOrder"": ""5"", ""QnaId"": ""5903"", ""DisplayText"": ""What do fine art graduates do?""}]",5897
Fine art Job options,Fine art Job options,Editorial,,[],FALSE,,5898
Fine art Work experience,Fine art Work experience,Editorial,,[],FALSE,,5899
Fine art Typical employers,Fine art Typical employers,Editorial,,[],FALSE,,5900
Fine art Skills for your CV,Fine art Skills for your CV,Editorial,,[],FALSE,,5901
Fine art Further study,Fine art Further study,Editorial,,[],FALSE,,5902
Fine art What do fine art graduates do?,Fine art What do fine art graduates do?,Editorial,,[],FALSE,,5903
Food science,Food science,Editorial,,[],FALSE,"[{""DisplayOrder"": ""0"", ""QnaId"": ""5905"", ""DisplayText"": ""Job options""},{""DisplayOrder"": ""1"", ""QnaId"": ""5906"", ""DisplayText"": ""Work experience""},{""DisplayOrder"": ""2"", ""QnaId"": ""5907"", ""DisplayText"": ""Typical employers""},{""DisplayOrder"": ""3"", ""QnaId"": ""5908"", ""DisplayText"": ""Skills for your CV""},{""DisplayOrder"": ""4"", ""QnaId"": ""5909"", ""DisplayText"": ""Further study""},{""DisplayOrder"": ""5"", ""QnaId"": ""5910"", ""DisplayText"": ""What do food science graduates do?""}]",5904
Food science Job options,Food science Job options,Editorial,,[],FALSE,,5905
Food science Work experience,Food science Work experience,Editorial,,[],FALSE,,5906
Food science Typical employers,Food science Typical employers,Editorial,,[],FALSE,,5907
Food science Skills for your CV,Food science Skills for your CV,Editorial,,[],FALSE,,5908
Food science Further study,Food science Further study,Editorial,,[],FALSE,,5909
Food science What do food science graduates do?,Food science What do food science graduates do?,Editorial,,[],FALSE,,5910
Forensic science,Forensic science,Editorial,,[],FALSE,"[{""DisplayOrder"": ""0"", ""QnaId"": ""5912"", ""DisplayText"": ""Job options""},{""DisplayOrder"": ""1"", ""QnaId"": ""5913"", ""DisplayText"": ""Work experience""},{""DisplayOrder"": ""2"", ""QnaId"": ""5914"", ""DisplayText"": ""Typical employers""},{""DisplayOrder"": ""3"", ""QnaId"": ""5915"", ""DisplayText"": ""Skills for your CV""},{""DisplayOrder"": ""4"", ""QnaId"": ""5916"", ""DisplayText"": ""Further study""},{""DisplayOrder"": ""5"", ""QnaId"": ""5917"", ""DisplayText"": ""What do forensic science graduates do?""}]",5911
Forensic science Job options,Forensic science Job options,Editorial,,[],FALSE,,5912
Forensic science Work experience,Forensic science Work experience,Editorial,,[],FALSE,,5913
Forensic science Typical employers,Forensic science Typical employers,Editorial,,[],FALSE,,5914
Forensic science Skills for your CV,Forensic science Skills for your CV,Editorial,,[],FALSE,,5915
Forensic science Further study,Forensic science Further study,Editorial,,[],FALSE,,5916
Forensic science What do forensic science graduates do?,Forensic science What do forensic science graduates do?,Editorial,,[],FALSE,,5917
Games design,Games design,Editorial,,[],FALSE,"[{""DisplayOrder"": ""0"", ""QnaId"": ""5919"", ""DisplayText"": ""Job options""},{""DisplayOrder"": ""1"", ""QnaId"": ""5920"", ""DisplayText"": ""Work experience""},{""DisplayOrder"": ""2"", ""QnaId"": ""5921"", ""DisplayText"": ""Typical employers""},{""DisplayOrder"": ""3"", ""QnaId"": ""5922"", ""DisplayText"": ""Skills for your CV""},{""DisplayOrder"": ""4"", ""QnaId"": ""5923"", ""DisplayText"": ""Further study""},{""DisplayOrder"": ""5"", ""QnaId"": ""5924"", ""DisplayText"": ""What do games design graduates do?""}]",5918
Games design Job options,Games design Job options,Editorial,,[],FALSE,,5919
Games design Work experience,Games design Work experience,Editorial,,[],FALSE,,5920
Games design Typical employers,Games design Typical employers,Editorial,,[],FALSE,,5921
Games design Skills for your CV,Games design Skills for your CV,Editorial,,[],FALSE,,5922
Games design Further study,Games design Further study,Editorial,,[],FALSE,,5923
Games design What do games design graduates do?,Games design What do games design graduates do?,Editorial,,[],FALSE,,5924
Genetics,Genetics,Editorial,,[],FALSE,"[{""DisplayOrder"": ""0"", ""QnaId"": ""5926"", ""DisplayText"": ""Job options""},{""DisplayOrder"": ""1"", ""QnaId"": ""5927"", ""DisplayText"": ""Work experience""},{""DisplayOrder"": ""2"", ""QnaId"": ""5928"", ""DisplayText"": ""Typical employers""},{""DisplayOrder"": ""3"", ""QnaId"": ""5929"", ""DisplayText"": ""Skills for your CV""},{""DisplayOrder"": ""4"", ""QnaId"": ""5930"", ""DisplayText"": ""Further study""},{""DisplayOrder"": ""5"", ""QnaId"": ""5931"", ""DisplayText"": ""What do genetics graduates do?""}]",5925
Genetics Job options,Genetics Job options,Editorial,,[],FALSE,,5926
Genetics Work experience,Genetics Work experience,Editorial,,[],FALSE,,5927
Genetics Typical employers,Genetics Typical employers,Editorial,,[],FALSE,,5928
Genetics Skills for your CV,Genetics Skills for your CV,Editorial,,[],FALSE,,5929
Genetics Further study,Genetics Further study,Editorial,,[],FALSE,,5930
Genetics What do genetics graduates do?,Genetics What do genetics graduates do?,Editorial,,[],FALSE,,5931
Geography,Geography,Editorial,,[],FALSE,"[{""DisplayOrder"": ""0"", ""QnaId"": ""5933"", ""DisplayText"": ""Job options""},{""DisplayOrder"": ""1"", ""QnaId"": ""5934"", ""DisplayText"": ""Work experience""},{""DisplayOrder"": ""2"", ""QnaId"": ""5935"", ""DisplayText"": ""Typical employers""},{""DisplayOrder"": ""3"", ""QnaId"": ""5936"", ""DisplayText"": ""Skills for your CV""},{""DisplayOrder"": ""4"", ""QnaId"": ""5937"", ""DisplayText"": ""Further study""},{""DisplayOrder"": ""5"", ""QnaId"": ""5938"", ""DisplayText"": ""What do geography students do?""}]",5932
